id	description	germline_content
Domagrozumab	Domagrozumab VL	0.8504672897196262
Duligotuzumab	Duligotuzumab VH	0.7851239669421488
Duligotuzumab	Duligotuzumab VL	0.8691588785046729
Eculizumab	Eculizumab VH	0.7868852459016393
Eculizumab	Eculizumab VL	0.8317757009345794
Efalizumab	Efalizumab VH	0.743801652892562
Efalizumab	Efalizumab VL	0.8785046728971962
Elotuzumab	Elotuzumab VH	0.8151260504201681
Elotuzumab	Elotuzumab VL	0.8411214953271028
Emactuzumab	Emactuzumab VH	0.896551724137931
Emactuzumab	Emactuzumab VL	0.8584905660377359
Emicizumab	Emicizumab VH	0.7310924369747899
Emicizumab	Emicizumab VL	0.8130841121495327
Emibetuzumab	Emibetuzumab VH	0.8608695652173913
Emibetuzumab	Emibetuzumab VL	0.8425925925925926
Enavatuzumab	Enavatuzumab VH	0.8067226890756303
Enavatuzumab	Enavatuzumab VL	0.8378378378378378
Enoblituzumab	Enoblituzumab VH	0.8360655737704918
Enoblituzumab	Enoblituzumab VL	0.8317757009345794
Enokizumab	Enokizumab VH	0.819672131147541
Enokizumab	Enokizumab VL	0.8411214953271028
Epratuzumab	Epratuzumab VH	0.7413793103448276
Epratuzumab	Epratuzumab VL	0.7767857142857143
Eptinezumab	Eptinezumab VH	0.8198198198198198
Eptinezumab	Eptinezumab VL	0.7589285714285714
Etaracizumab	Etaracizumab VH	0.8376068376068376
Etaracizumab	Etaracizumab VL	0.8317757009345794
Etrolizumab	Etrolizumab VH	0.7948717948717948
Etrolizumab	Etrolizumab VL	0.8504672897196262
Farletuzumab	Farletuzumab VH	0.7815126050420168
Farletuzumab	Farletuzumab VL	0.7909090909090909
Fibatuzumab	Fibatuzumab VH	0.8728813559322034
Fibatuzumab	Fibatuzumab VL	0.9065420560747663
Ficlatuzumab	Ficlatuzumab VH	0.7966101694915254
Ficlatuzumab	Ficlatuzumab VL	0.794392523364486
Flotetuzumab	Flotetuzumab VH	0.7916666666666666
Flotetuzumab	Flotetuzumab VL	0.8849557522123894
Fontolizumab	Fontolizumab VH	0.7435897435897436
Fontolizumab	Fontolizumab VL	0.8037383177570093
Fremanezumab	Fremanezumab VH	0.7786885245901639
Fremanezumab	Fremanezumab VL	0.8598130841121495
Galcanezumab	Galcanezumab VH	0.7815126050420168
Galcanezumab	Galcanezumab VL	0.8691588785046729
Gatipotuzumab	Gatipotuzumab VH	0.8547008547008547
Gatipotuzumab	Gatipotuzumab VL	0.8571428571428571
Gemtuzumab	Gemtuzumab VH	0.7068965517241379
Gemtuzumab	Gemtuzumab VL	0.7837837837837838
Gevokizumab	Gevokizumab VH	0.725
Gevokizumab	Gevokizumab VL	0.822429906542056
Ibalizumab	Ibalizumab VH	0.7213114754098361
Ibalizumab	Ibalizumab VL	0.9017857142857143
Idarucizumab	Idarucizumab VH	0.7540983606557377
Idarucizumab	Idarucizumab VL	0.875
Ifabotuzumab	Ifabotuzumab VH	0.8728813559322034
Ifabotuzumab	Ifabotuzumab VL	0.9065420560747663
Iladatuzumab	Iladatuzumab VH	0.7521367521367521
Iladatuzumab	Iladatuzumab VL	0.8558558558558559
Imgatuzumab	Imgatuzumab VH	0.8333333333333334
Imgatuzumab	Imgatuzumab VL	0.8962264150943396
Inebilizumab	Inebilizumab VH	0.7768595041322314
Inebilizumab	Inebilizumab VL	0.8018018018018018
Inotuzumab	Inotuzumab VH	0.7768595041322314
Inotuzumab	Inotuzumab VL	0.7410714285714286
Itolizumab	Itolizumab VH	0.8067226890756303
Itolizumab	Itolizumab VL	0.7570093457943925
Ixekizumab	Ixekizumab VH	0.7983193277310925
Ixekizumab	Ixekizumab VL	0.875
Labetuzumab	Labetuzumab VH	0.7142857142857143
Labetuzumab	Labetuzumab VL	0.8301886792452831
Lacnotuzumab	Lacnotuzumab VH	0.7966101694915254
Lacnotuzumab	Lacnotuzumab VL	0.8037383177570093
Ladiratuzumab	Ladiratuzumab VH	0.8166666666666667
Ladiratuzumab	Ladiratuzumab VL	0.8839285714285714
Lambrolizumab	Lambrolizumab VH	0.7583333333333333
Lambrolizumab	Lambrolizumab VL	0.8198198198198198
Lampalizumab	Lampalizumab VH	0.8521739130434782
Lampalizumab	Lampalizumab VL	0.7850467289719626
Landogrozumab	Landogrozumab VH	0.8938053097345132
Landogrozumab	Landogrozumab VL	0.8611111111111112
Lebrikizumab	Lebrikizumab VH	0.7711864406779662
Lebrikizumab	Lebrikizumab VL	0.8018018018018018
Lifastuzumab	Lifastuzumab VH	0.8083333333333333
Lifastuzumab	Lifastuzumab VL	0.7857142857142857
Ligelizumab	Ligelizumab VH	0.7642276422764228
Ligelizumab	Ligelizumab VL	0.8411214953271028
Lintuzumab	Lintuzumab VH	0.7844827586206896
Lintuzumab	Lintuzumab VL	0.8378378378378378
Lodelcizumab	Lodelcizumab VH	0.8559322033898306
Lodelcizumab	Lodelcizumab VL	0.8584905660377359
Lorvotuzumab	Lorvotuzumab VH	0.8728813559322034
Lorvotuzumab	Lorvotuzumab VL	0.9107142857142857
Lumretuzumab	Lumretuzumab VH	0.8333333333333334
Lumretuzumab	Lumretuzumab VL	0.9292035398230089
Lutikizumab	Lutikizumab VH	0.7815126050420168
Lutikizumab	Lutikizumab VL	0.8130841121495327
Matuzumab	Matuzumab VH	0.7851239669421488
Matuzumab	Matuzumab VL	0.839622641509434
Mepolizumab	Mepolizumab VH	0.7142857142857143
Mepolizumab	Mepolizumab VL	0.8938053097345132
Milatuzumab	Milatuzumab VH	0.775
Milatuzumab	Milatuzumab VL	0.8482142857142857
Mirikizumab	Mirikizumab VH	0.7913043478260869
Mirikizumab	Mirikizumab VL	0.8411214953271028
Mogamulizumab	Mogamulizumab VH	0.7983193277310925
Mogamulizumab	Mogamulizumab VL	0.8303571428571429
Monalizumab	Monalizumab VH	0.816
Monalizumab	Monalizumab VL	0.8598130841121495
Mosunetuzumab	Mosunetuzumab VH	0.8067226890756303
Mosunetuzumab	Mosunetuzumab VL	0.9017857142857143
Motavizumab	Motavizumab VH	0.825
Motavizumab	Motavizumab VL	0.8301886792452831
Natalizumab	Natalizumab VH	0.7723577235772358
Natalizumab	Natalizumab VL	0.8113207547169812
Nemolizumab	Nemolizumab VH	0.768595041322314
Nemolizumab	Nemolizumab VL	0.8317757009345794
Nimotuzumab	Nimotuzumab VH	0.7154471544715447
Nimotuzumab	Nimotuzumab VL	0.7767857142857143
Obinutuzumab	Obinutuzumab VH	0.7983193277310925
Obinutuzumab	Obinutuzumab VL	0.8660714285714286
Ocaratuzumab	Ocaratuzumab VH	0.7768595041322314
Ocaratuzumab	Ocaratuzumab VL	0.8679245283018868
Ocrelizumab	Ocrelizumab VH	0.7786885245901639
Ocrelizumab	Ocrelizumab VL	0.8679245283018868
Olendalizumab	Olendalizumab VH	0.8166666666666667
Olendalizumab	Olendalizumab VL	0.8378378378378378
Olokizumab	Olokizumab VH	0.8
Olokizumab	Olokizumab VL	0.8598130841121495
Omalizumab	Omalizumab VH	0.7272727272727273
Omalizumab	Omalizumab VL	0.8648648648648649
Onartuzumab	Onartuzumab VH	0.7394957983193278
Onartuzumab	Onartuzumab VL	0.8230088495575221
Oportuzumab	Oportuzumab VH	0.7413793103448276
Oportuzumab	Oportuzumab VL	0.7767857142857143
Otlertuzumab	Otlertuzumab VH	0.8275862068965517
Otlertuzumab	Otlertuzumab VL	0.8785046728971962
Ozanezumab	Ozanezumab VH	0.8407079646017699
Ozanezumab	Ozanezumab VL	0.8035714285714286
Palivizumab	Palivizumab VH	0.8333333333333334
Palivizumab	Palivizumab VL	0.8113207547169812
Parsatuzumab	Parsatuzumab VH	0.7479674796747967
Parsatuzumab	Parsatuzumab VL	0.8125
Pateclizumab	Pateclizumab VH	0.7457627118644068
Pateclizumab	Pateclizumab VL	0.8785046728971962
Pembrolizumab	Pembrolizumab VH	0.7583333333333333
Pembrolizumab	Pembrolizumab VL	0.8198198198198198
Perakizumab	Perakizumab VH	0.8360655737704918
Perakizumab	Perakizumab VL	0.8240740740740741
Pertuzumab	Pertuzumab VH	0.7647058823529411
Pertuzumab	Pertuzumab VL	0.8411214953271028
Pidilizumab	Pidilizumab VH	0.7948717948717948
Pidilizumab	Pidilizumab VL	0.7735849056603774
Pinatuzumab	Pinatuzumab VH	0.7666666666666667
Pinatuzumab	Pinatuzumab VL	0.8035714285714286
Plozalizumab	Plozalizumab VH	0.8290598290598291
Plozalizumab	Plozalizumab VL	0.8928571428571429
Pogalizumab	Pogalizumab VH	0.7777777777777778
Pogalizumab	Pogalizumab VL	0.8878504672897196
Polatuzumab	Polatuzumab VH	0.7521367521367521
Polatuzumab	Polatuzumab VL	0.8558558558558559
Ponezumab	Ponezumab VH	0.8103448275862069
Ponezumab	Ponezumab VL	0.875
Prasinezumab	Prasinezumab VH	0.853448275862069
Prasinezumab	Prasinezumab VL	0.8053097345132744
Quilizumab	Quilizumab VH	0.8290598290598291
Quilizumab	Quilizumab VL	0.8125
Ralpancizumab	Ralpancizumab VH	0.864406779661017
Ralpancizumab	Ralpancizumab VL	0.8411214953271028
Ranibizumab	Ranibizumab VH	0.7154471544715447
Ranibizumab	Ranibizumab VL	0.8785046728971962
Ravulizumab	Ravulizumab VH	0.7704918032786885
Ravulizumab	Ravulizumab VL	0.8317757009345794
Refanezumab	Refanezumab VH	0.8412698412698413
Refanezumab	Refanezumab VL	0.9375
Reslizumab	Reslizumab VH	0.7672413793103449
Reslizumab	Reslizumab VL	0.8691588785046729
Risankizumab	Risankizumab VH	0.75
Risankizumab	Risankizumab VL	0.794392523364486
Rivabazumab	Rivabazumab VH	0.8387096774193549
Rivabazumab	Rivabazumab VL	0.8317757009345794
Romosozumab	Romosozumab VH	0.8048780487804879
Romosozumab	Romosozumab VL	0.8878504672897196
Rontalizumab	Rontalizumab VH	0.7521367521367521
Rontalizumab	Rontalizumab VL	0.8288288288288288
Rosmantuzumab	Rosmantuzumab VH	0.8034188034188035
Rosmantuzumab	Rosmantuzumab VL	0.8198198198198198
Rovalpituzumab	Rovalpituzumab VH	0.8305084745762712
Rovalpituzumab	Rovalpituzumab VL	0.8691588785046729
Ruplizumab	Ruplizumab VH	0.7542372881355932
Ruplizumab	Ruplizumab VL	0.7387387387387387
Sacituzumab	Sacituzumab VH	0.8099173553719008
Sacituzumab	Sacituzumab VL	0.8130841121495327
Samalizumab	Samalizumab VH	0.7264957264957265
Samalizumab	Samalizumab VL	0.8130841121495327
Sapelizumab	Sapelizumab VH	0.7226890756302521
Sapelizumab	Sapelizumab VL	0.8037383177570093
Satralizumab	Satralizumab VH	0.7226890756302521
Satralizumab	Satralizumab VL	0.8037383177570093
Simtuzumab	Simtuzumab VH	0.7931034482758621
Simtuzumab	Simtuzumab VL	0.8571428571428571
Sofituzumab	Sofituzumab VH	0.7931034482758621
Sofituzumab	Sofituzumab VL	0.8504672897196262
Solanezumab	Solanezumab VH	0.875
Solanezumab	Solanezumab VL	0.9017857142857143
Spartalizumab	Spartalizumab VH	0.717948717948718
Spartalizumab	Spartalizumab VL	0.7610619469026548
Suvizumab	Suvizumab VH	0.7542372881355932
Suvizumab	Suvizumab VL	0.7876106194690266
Tadocizumab	Tadocizumab VH	0.7647058823529411
Tadocizumab	Tadocizumab VL	0.822429906542056
Talacotuzumab	Talacotuzumab VH	0.775
Talacotuzumab	Talacotuzumab VL	0.9026548672566371
Tanezumab	Tanezumab VH	0.7851239669421488
Tanezumab	Tanezumab VL	0.8691588785046729
Telisotuzumab	Telisotuzumab VH	0.8898305084745762
Telisotuzumab	Telisotuzumab VL	0.8648648648648649
Teplizumab	Teplizumab VH	0.6974789915966386
Teplizumab	Teplizumab VL	0.8018867924528302
Tibulizumab	Tibulizumab VH	0.9105691056910569
Tibulizumab	Tibulizumab VL	0.9532710280373832
Tigatuzumab	Tigatuzumab VH	0.8571428571428571
Tigatuzumab	Tigatuzumab VL	0.839622641509434
Tildrakizumab	Tildrakizumab VH	0.8017241379310345
Tildrakizumab	Tildrakizumab VL	0.8504672897196262
Timigutuzumab	Timigutuzumab VH	0.775
Timigutuzumab	Timigutuzumab VL	0.8504672897196262
Tislelizumab	Tislelizumab VH	0.8389830508474576
Tislelizumab	Tislelizumab VL	0.8598130841121495
Tocilizumab	Tocilizumab VH	0.7983193277310925
Tocilizumab	Tocilizumab VL	0.8785046728971962
Trastuzumab	Trastuzumab VH	0.775
Trastuzumab	Trastuzumab VL	0.8504672897196262
Tregalizumab	Tregalizumab VH	0.7258064516129032
Tregalizumab	Tregalizumab VL	0.8198198198198198
Vandortuzumab	Vandortuzumab VH	0.7661290322580645
Vandortuzumab	Vandortuzumab VL	0.8141592920353983
Vanucizumab	Vanucizumab VH	0.875968992248062
Vanucizumab	Vanucizumab VL	0.9444444444444444
Vatelizumab	Vatelizumab VH	0.7563025210084033
Vatelizumab	Vatelizumab VL	0.7924528301886793
Vedolizumab	Vedolizumab VH	0.7933884297520661
Vedolizumab	Vedolizumab VL	0.8482142857142857
Veltuzumab	Veltuzumab VH	0.7520661157024794
Veltuzumab	Veltuzumab VL	0.7924528301886793
Visilizumab	Visilizumab VH	0.7833333333333333
Visilizumab	Visilizumab VL	0.8679245283018868
Vonlerolizumab	Vonlerolizumab VH	0.7777777777777778
Vonlerolizumab	Vonlerolizumab VL	0.8878504672897196
Vorsetuzumab	Vorsetuzumab VH	0.8220338983050848
Vorsetuzumab	Vorsetuzumab VL	0.8108108108108109
Vunakizumab	Vunakizumab VH	0.7642276422764228
Vunakizumab	Vunakizumab VL	0.8113207547169812
Xentuzumab	Xentuzumab VH	0.8632478632478633
Xentuzumab	Xentuzumab VL	0.8454545454545455
Zenocutuzumab	Zenocutuzumab VH	0.9032258064516129
Zenocutuzumab	Zenocutuzumab VL	0.9719626168224299
