id	description	germline_content
Gevokizumab	Gevokizumab VL	0.822429906542056
Lebrikizumab	Lebrikizumab VH	0.7711864406779662
Lebrikizumab	Lebrikizumab VL	0.8018018018018018
Clivatuzumab	Clivatuzumab VH	0.7647058823529411
Clivatuzumab	Clivatuzumab VL	0.7777777777777778
Obexelimab	Obexelimab VH	0.7107438016528925
Obexelimab	Obexelimab VL	0.7142857142857143
Talacotuzumab	Talacotuzumab VH	0.775
Talacotuzumab	Talacotuzumab VL	0.9026548672566371
Vatelizumab	Vatelizumab VH	0.7563025210084033
Vatelizumab	Vatelizumab VL	0.7924528301886793
Erenumab	Erenumab VH	0.8153846153846154
Erenumab	Erenumab VL	0.9545454545454546
Tezepelumab	Tezepelumab VH	0.8770491803278688
Tezepelumab	Tezepelumab VL	0.9444444444444444
Tralokinumab	Tralokinumab VH	0.8688524590163934
Tralokinumab	Tralokinumab VL	0.9166666666666666
Berlimatoxumab	Berlimatoxumab VH	0.8823529411764706
Berlimatoxumab	Berlimatoxumab VL	0.9345794392523364
Coltuximab	Coltuximab VH	0.7083333333333334
Coltuximab	Coltuximab VL	0.7115384615384616
Ficlatuzumab	Ficlatuzumab VH	0.7966101694915254
Ficlatuzumab	Ficlatuzumab VL	0.794392523364486
Ocaratuzumab	Ocaratuzumab VH	0.7768595041322314
Ocaratuzumab	Ocaratuzumab VL	0.8679245283018868
Ozanezumab	Ozanezumab VH	0.8407079646017699
Ozanezumab	Ozanezumab VL	0.8035714285714286
Temelimab	Temelimab VH	0.7844827586206896
Temelimab	Temelimab VL	0.8301886792452831
Veltuzumab	Veltuzumab VH	0.7520661157024794
Veltuzumab	Veltuzumab VL	0.7924528301886793
Navicixizumab	Navicixizumab VH	0.8067226890756303
Navicixizumab	Navicixizumab VL	0.7837837837837838
Palivizumab	Palivizumab VH	0.8333333333333334
Palivizumab	Palivizumab VL	0.8113207547169812
Reslizumab	Reslizumab VH	0.7672413793103449
Reslizumab	Reslizumab VL	0.8691588785046729
Naptumomab	Naptumomab VH	0.6666666666666666
Naptumomab	Naptumomab VL	0.6915887850467289
Xentuzumab	Xentuzumab VH	0.8632478632478633
Xentuzumab	Xentuzumab VL	0.8454545454545455
Andecaliximab	Andecaliximab VH	0.7130434782608696
Andecaliximab	Andecaliximab VL	0.794392523364486
Ibalizumab	Ibalizumab VH	0.7213114754098361
Ibalizumab	Ibalizumab VL	0.9017857142857143
Ublituximab	Ublituximab VH	0.6694915254237288
Ublituximab	Ublituximab VL	0.6509433962264151
Zolbetuximab	Zolbetuximab VH	0.652542372881356
Zolbetuximab	Zolbetuximab VL	0.8053097345132744
Fontolizumab	Fontolizumab VH	0.7435897435897436
Fontolizumab	Fontolizumab VL	0.8037383177570093
Futuximab	Futuximab VH	0.6422764227642277
Futuximab	Futuximab VL	0.7289719626168224
Labetuzumab	Labetuzumab VH	0.7142857142857143
Labetuzumab	Labetuzumab VL	0.8301886792452831
Modotuximab	Modotuximab VH	0.6470588235294118
Modotuximab	Modotuximab VL	0.8035714285714286
Tomuzotuximab	Tomuzotuximab VH	0.5630252100840336
Tomuzotuximab	Tomuzotuximab VL	0.6728971962616822
Tigatuzumab	Tigatuzumab VH	0.8571428571428571
Tigatuzumab	Tigatuzumab VL	0.839622641509434
Gremubamab	Gremubamab VH	0.8709677419354839
Gremubamab	Gremubamab VL	0.9622641509433962
Inclacumab	Inclacumab VH	0.8629032258064516
Inclacumab	Inclacumab VL	0.9813084112149533
Ponezumab	Ponezumab VH	0.8103448275862069
Ponezumab	Ponezumab VL	0.875
Setrusumab	Setrusumab VH	0.8717948717948718
Setrusumab	Setrusumab VL	0.8828828828828829
Tremelimumab	Tremelimumab VH	0.944
Tremelimumab	Tremelimumab VL	0.9439252336448598
Rovalpituzumab	Rovalpituzumab VH	0.8305084745762712
Rovalpituzumab	Rovalpituzumab VL	0.8691588785046729
Fulranumab	Fulranumab VH	0.8536585365853658
Fulranumab	Fulranumab VL	0.9813084112149533
Guselkumab	Guselkumab VH	0.8974358974358975
Guselkumab	Guselkumab VL	0.9009009009009009
Galcanezumab	Galcanezumab VH	0.7815126050420168
Galcanezumab	Galcanezumab VL	0.8691588785046729
Inotuzumab	Inotuzumab VH	0.7768595041322314
Inotuzumab	Inotuzumab VL	0.7410714285714286
Netakimab	Netakimab VH	0.688
Netakimab	Netakimab VL	0.9444444444444444
Ocrelizumab	Ocrelizumab VH	0.7786885245901639
Ocrelizumab	Ocrelizumab VL	0.8679245283018868
Risankizumab	Risankizumab VH	0.75
Risankizumab	Risankizumab VL	0.794392523364486
Romosozumab	Romosozumab VH	0.8048780487804879
Romosozumab	Romosozumab VL	0.8878504672897196
Sarilumab	Sarilumab VH	0.9224137931034483
Sarilumab	Sarilumab VL	0.9532710280373832
Tildrakizumab	Tildrakizumab VH	0.8017241379310345
Tildrakizumab	Tildrakizumab VL	0.8504672897196262
Toripalimab	Toripalimab VH	0.752
Toripalimab	Toripalimab VL	0.875
Ravulizumab	Ravulizumab VH	0.7704918032786885
Ravulizumab	Ravulizumab VL	0.8317757009345794
Racotumomab	Racotumomab VH	0.6776859504132231
Racotumomab	Racotumomab VL	0.7383177570093458
Zolimomab	Zolimomab VH	0.6890756302521008
Zolimomab	Zolimomab VL	0.6226415094339622
Aducanumab	Aducanumab VH	0.8629032258064516
Aducanumab	Aducanumab VL	0.9813084112149533
Anifrolumab	Anifrolumab VH	0.8974358974358975
Anifrolumab	Anifrolumab VL	0.9351851851851852
Bococizumab	Bococizumab VH	0.8559322033898306
Bococizumab	Bococizumab VL	0.8691588785046729
Bimekizumab	Bimekizumab VH	0.792
Bimekizumab	Bimekizumab VL	0.8130841121495327
Birtamimab	Birtamimab VH	0.8151260504201681
Birtamimab	Birtamimab VL	0.8660714285714286
Brazikumab	Brazikumab VH	0.9112903225806451
Brazikumab	Brazikumab VL	0.9279279279279279
Clazakizumab	Clazakizumab VH	0.775
Clazakizumab	Clazakizumab VL	0.8363636363636363
Crenezumab	Crenezumab VH	0.8839285714285714
Crenezumab	Crenezumab VL	0.875
Depatuxizumab	Depatuxizumab VH	0.8103448275862069
Depatuxizumab	Depatuxizumab VL	0.7383177570093458
Etrolizumab	Etrolizumab VH	0.7948717948717948
Etrolizumab	Etrolizumab VL	0.8504672897196262
Ganitumab	Ganitumab VH	0.957983193277311
Ganitumab	Ganitumab VL	0.9375
Glembatumumab	Glembatumumab VH	0.9159663865546218
Glembatumumab	Glembatumumab VL	0.9444444444444444
Ligelizumab	Ligelizumab VH	0.7642276422764228
Ligelizumab	Ligelizumab VL	0.8411214953271028
Motavizumab	Motavizumab VH	0.825
Motavizumab	Motavizumab VL	0.8301886792452831
Nirsevimab	Nirsevimab VH	0.746031746031746
Nirsevimab	Nirsevimab VL	0.9252336448598131
Olokizumab	Olokizumab VH	0.8
Olokizumab	Olokizumab VL	0.8598130841121495
Onartuzumab	Onartuzumab VH	0.7394957983193278
Onartuzumab	Onartuzumab VL	0.8230088495575221
Pamrevlumab	Pamrevlumab VH	0.875
Pamrevlumab	Pamrevlumab VL	0.9719626168224299
Roledumab	Roledumab VH	0.7936507936507936
Roledumab	Roledumab VL	0.8691588785046729
Sirukumab	Sirukumab VH	0.8319327731092437
Sirukumab	Sirukumab VL	0.8773584905660378
Solanezumab	Solanezumab VH	0.875
Solanezumab	Solanezumab VL	0.9017857142857143
Suptavumab	Suptavumab VH	0.8536585365853658
Suptavumab	Suptavumab VL	0.9345794392523364
Sutimlimab	Sutimlimab VH	0.8559322033898306
Sutimlimab	Sutimlimab VL	0.7706422018348624
Tabalumab	Tabalumab VH	0.9105691056910569
Tabalumab	Tabalumab VL	0.9532710280373832
Tafasitamab	Tafasitamab VH	0.7107438016528925
Tafasitamab	Tafasitamab VL	0.7142857142857143
Ticilimumab	Ticilimumab VH	0.944
Ticilimumab	Ticilimumab VL	0.9439252336448598
Abrilumab	Abrilumab VH	0.9152542372881356
Abrilumab	Abrilumab VL	0.9439252336448598
Amatuximab	Amatuximab VH	0.6302521008403361
Amatuximab	Amatuximab VL	0.6415094339622641
Bleselumab	Bleselumab VH	0.8842975206611571
Bleselumab	Bleselumab VL	0.9622641509433962
Cendakimab	Cendakimab VH	0.7479674796747967
Cendakimab	Cendakimab VL	0.8504672897196262
Cinpanemab	Cinpanemab VH	0.8407079646017699
Cinpanemab	Cinpanemab VL	0.8425925925925926
Conatumumab	Conatumumab VH	0.8934426229508197
Conatumumab	Conatumumab VL	0.9351851851851852
Dacetuzumab	Dacetuzumab VH	0.7543859649122807
Dacetuzumab	Dacetuzumab VL	0.7946428571428571
Dalotuzumab	Dalotuzumab VH	0.8547008547008547
Dalotuzumab	Dalotuzumab VL	0.8660714285714286
Dapirolizumab	Dapirolizumab VH	0.7203389830508474
Dapirolizumab	Dapirolizumab VL	0.8317757009345794
Disitamab	Disitamab VH	0.8173913043478261
Disitamab	Disitamab VL	0.8380952380952381
Dusigitumab	Dusigitumab VH	0.9583333333333334
Dusigitumab	Dusigitumab VL	0.918918918918919
Eldelumab	Eldelumab VH	0.8629032258064516
Eldelumab	Eldelumab VL	0.9724770642201835
Emibetuzumab	Emibetuzumab VH	0.8608695652173913
Emibetuzumab	Emibetuzumab VL	0.8425925925925926
Enokizumab	Enokizumab VH	0.819672131147541
Enokizumab	Enokizumab VL	0.8411214953271028
Fletikumab	Fletikumab VH	0.8188976377952756
Fletikumab	Fletikumab VL	0.9813084112149533
Frovocimab	Frovocimab VH	0.808
Frovocimab	Frovocimab VL	0.8660714285714286
Galiximab	Galiximab VH	0.7874015748031497
Galiximab	Galiximab VL	0.8272727272727273
Gancotamab	Gancotamab VH	0.8991596638655462
Gancotamab	Gancotamab VL	0.9459459459459459
Gatipotuzumab	Gatipotuzumab VH	0.8547008547008547
Gatipotuzumab	Gatipotuzumab VL	0.8571428571428571
Gedivumab	Gedivumab VH	0.8
Gedivumab	Gedivumab VL	0.8807339449541285
Gosuranemab	Gosuranemab VH	0.8034188034188035
Gosuranemab	Gosuranemab VL	0.8303571428571429
Icrucumab	Icrucumab VH	0.8650793650793651
Icrucumab	Icrucumab VL	0.9814814814814815
Imalumab	Imalumab VH	0.864406779661017
Imalumab	Imalumab VL	0.8504672897196262
Indusatumab	Indusatumab VH	0.8823529411764706
Indusatumab	Indusatumab VL	0.9158878504672897
Etaracizumab	Etaracizumab VH	0.8376068376068376
Etaracizumab	Etaracizumab VL	0.8317757009345794
Iscalimab	Iscalimab VH	0.875
Iscalimab	Iscalimab VL	0.9285714285714286
Levilimab	Levilimab VH	0.7916666666666666
Levilimab	Levilimab VL	0.7927927927927928
Lifastuzumab	Lifastuzumab VH	0.8083333333333333
Lifastuzumab	Lifastuzumab VL	0.7857142857142857
Lintuzumab	Lintuzumab VH	0.7844827586206896
Lintuzumab	Lintuzumab VL	0.8378378378378378
Loncastuximab	Loncastuximab VH	0.7083333333333334
Loncastuximab	Loncastuximab VL	0.7019230769230769
Lorvotuzumab	Lorvotuzumab VH	0.8728813559322034
Lorvotuzumab	Lorvotuzumab VL	0.9107142857142857
Lutikizumab	Lutikizumab VH	0.7815126050420168
Lutikizumab	Lutikizumab VL	0.8130841121495327
Mavrilimumab	Mavrilimumab VH	0.85
Mavrilimumab	Mavrilimumab VL	0.8558558558558559
Namilumab	Namilumab VH	0.8571428571428571
Namilumab	Namilumab VL	0.8691588785046729
Ontuxizumab	Ontuxizumab VH	0.6290322580645161
Ontuxizumab	Ontuxizumab VL	0.8148148148148148
Opicinumab	Opicinumab VH	0.8813559322033898
Opicinumab	Opicinumab VL	0.9444444444444444
Otlertuzumab	Otlertuzumab VH	0.8275862068965517
Otlertuzumab	Otlertuzumab VL	0.8785046728971962
Parsatuzumab	Parsatuzumab VH	0.7479674796747967
Parsatuzumab	Parsatuzumab VL	0.8125
Pateclizumab	Pateclizumab VH	0.7457627118644068
Pateclizumab	Pateclizumab VL	0.8785046728971962
Pinatuzumab	Pinatuzumab VH	0.7666666666666667
Pinatuzumab	Pinatuzumab VL	0.8035714285714286
Prasinezumab	Prasinezumab VH	0.853448275862069
Prasinezumab	Prasinezumab VL	0.8053097345132744
Prezalumab	Prezalumab VH	0.8842975206611571
Prezalumab	Prezalumab VL	0.9532710280373832
Refanezumab	Refanezumab VH	0.8412698412698413
Refanezumab	Refanezumab VL	0.9375
Robatumumab	Robatumumab VH	0.8898305084745762
Robatumumab	Robatumumab VL	0.8317757009345794
Sifalimumab	Sifalimumab VH	0.9137931034482759
Sifalimumab	Sifalimumab VL	0.9629629629629629
Suvratoxumab	Suvratoxumab VH	0.9098360655737705
Suvratoxumab	Suvratoxumab VL	0.9622641509433962
Tarextumab	Tarextumab VH	0.8869565217391304
Tarextumab	Tarextumab VL	0.9074074074074074
Tovetumab	Tovetumab VH	0.9
Tovetumab	Tovetumab VL	0.8796296296296297
Mogamulizumab	Mogamulizumab VH	0.7983193277310925
Mogamulizumab	Mogamulizumab VL	0.8303571428571429
Varlilumab	Varlilumab VH	0.9327731092436975
Varlilumab	Varlilumab VL	0.9532710280373832
Utomilumab	Utomilumab VH	0.9224137931034483
Utomilumab	Utomilumab VL	0.8518518518518519
Domagrozumab	Domagrozumab VH	0.9051724137931034
Domagrozumab	Domagrozumab VL	0.8504672897196262
Gantenerumab	Gantenerumab VH	0.8333333333333334
Gantenerumab	Gantenerumab VL	0.8888888888888888
Lanadelumab	Lanadelumab VH	0.8524590163934426
Lanadelumab	Lanadelumab VL	0.9716981132075472
Itolizumab	Itolizumab VH	0.8067226890756303
Itolizumab	Itolizumab VL	0.7570093457943925
Fremanezumab	Fremanezumab VH	0.7786885245901639
Fremanezumab	Fremanezumab VL	0.8598130841121495
Evolocumab	Evolocumab VH	0.9043478260869565
Evolocumab	Evolocumab VL	0.944954128440367
Enfortumab	Enfortumab VH	0.9230769230769231
Enfortumab	Enfortumab VL	0.9439252336448598
Emicizumab	Emicizumab VH	0.7310924369747899
Emicizumab	Emicizumab VL	0.8130841121495327
Emapalumab	Emapalumab VH	0.9186991869918699
Emapalumab	Emapalumab VL	0.954954954954955
Efalizumab	Efalizumab VH	0.743801652892562
Efalizumab	Efalizumab VL	0.8785046728971962
Dupilumab	Dupilumab VH	0.856
Dupilumab	Dupilumab VL	0.9464285714285714
Crizanlizumab	Crizanlizumab VH	0.7622950819672131
Crizanlizumab	Crizanlizumab VL	0.8738738738738738
Cemiplimab	Cemiplimab VH	0.8547008547008547
Cemiplimab	Cemiplimab VL	0.8317757009345794
Burosumab	Burosumab VH	0.9230769230769231
Burosumab	Burosumab VL	0.9716981132075472
Brodalumab	Brodalumab VH	0.9482758620689655
Brodalumab	Brodalumab VL	0.9252336448598131
Bezlotoxumab	Bezlotoxumab VH	0.907563025210084
Bezlotoxumab	Bezlotoxumab VL	0.9814814814814815
Benralizumab	Benralizumab VH	0.743801652892562
Benralizumab	Benralizumab VL	0.8691588785046729
Belimumab	Belimumab VH	0.7804878048780488
Belimumab	Belimumab VL	0.9444444444444444
Alirocumab	Alirocumab VH	0.864406779661017
Alirocumab	Alirocumab VL	0.9292035398230089
Afutuzumab	Afutuzumab VH	0.7983193277310925
Afutuzumab	Afutuzumab VL	0.8660714285714286
Obiltoxaximab	Obiltoxaximab VH	0.7563025210084033
Obiltoxaximab	Obiltoxaximab VL	0.794392523364486
Mepolizumab	Mepolizumab VH	0.7142857142857143
Mepolizumab	Mepolizumab VL	0.8938053097345132
Actoxumab	Actoxumab VH	0.8688524590163934
Actoxumab	Actoxumab VL	0.9719626168224299
Tosatoxumab	Tosatoxumab VH	0.768595041322314
Tosatoxumab	Tosatoxumab VL	0.9099099099099099
Derlotuximab	Derlotuximab VH	0.6666666666666666
Derlotuximab	Derlotuximab VL	0.6944444444444444
Edrecolomab	Edrecolomab VH	0.6982758620689655
Edrecolomab	Edrecolomab VL	0.6915887850467289
